src,dest,status
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-30-15-20-59-0400__CAM_BACK_LEFT__1527709258947295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-30-15-20-59-0400__CAM_BACK_LEFT__1527709258947295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-06-04-16-30-00-0400__CAM_BACK_RIGHT__1528144877277813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-06-04-16-30-00-0400__CAM_BACK_RIGHT__1528144877277813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-06-06-10-43-05-0400__CAM_FRONT_RIGHT__1528297183169956.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-06-06-10-43-05-0400__CAM_FRONT_RIGHT__1528297183169956.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n003-2018-07-24-10-39-47+0800__CAM_BACK_RIGHT__1532400352778132.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n003-2018-07-24-10-39-47+0800__CAM_BACK_RIGHT__1532400352778132.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n003-2018-07-24-10-39-47+0800__CAM_FRONT__1532400181862871.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n003-2018-07-24-10-39-47+0800__CAM_FRONT__1532400181862871.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-09-18-13-19-37-0400__CAM_FRONT__1537291385662404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-09-18-13-19-37-0400__CAM_FRONT__1537291385662404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-07-27-14-48-17+0800__CAM_FRONT__1532674423262407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-07-27-14-48-17+0800__CAM_FRONT__1532674423262407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n009-2018-09-12-09-07-31-0400__CAM_FRONT_LEFT__1536759355155369.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n009-2018-09-12-09-07-31-0400__CAM_FRONT_LEFT__1536759355155369.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-05-24-12-02-23-0400__CAM_FRONT__1527178328012465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-05-24-12-02-23-0400__CAM_FRONT__1527178328012465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-07-27-15-22-32+0800__CAM_FRONT__1532676743612407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-07-27-15-22-32+0800__CAM_FRONT__1532676743612407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-07-27-15-22-32+0800__CAM_FRONT_RIGHT__1532676498870193.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-07-27-15-22-32+0800__CAM_FRONT_RIGHT__1532676498870193.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n016-2018-07-03-11-33-38+0800__CAM_FRONT__1530589054662515.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n016-2018-07-03-11-33-38+0800__CAM_FRONT__1530589054662515.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-07-31-15-47-38+0800__CAM_BACK__1533023882387005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-07-31-15-47-38+0800__CAM_BACK__1533023882387005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n003-2018-01-08-12-04-22+0800__CAM_FRONT_RIGHT__1515384953000611.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n003-2018-01-08-12-04-22+0800__CAM_FRONT_RIGHT__1515384953000611.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-02-16-24-06+0800__CAM_FRONT__1533198322112407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-02-16-24-06+0800__CAM_FRONT__1533198322112407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n009-2018-09-12-09-59-51-0400__CAM_FRONT__1536761789612656.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n009-2018-09-12-09-59-51-0400__CAM_FRONT__1536761789612656.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-07-30-11-30-59+0800__CAM_BACK__1532921970787005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-07-30-11-30-59+0800__CAM_BACK__1532921970787005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-07-30-11-16-45+0800__CAM_BACK__1532920996637005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-07-30-11-16-45+0800__CAM_BACK__1532920996637005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-07-31-11-08-29+0800__CAM_BACK__1533006768537005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-07-31-11-08-29+0800__CAM_BACK__1533006768537005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n004-2018-09-18-15-12-50+0800__CAM_BACK__1537254981187657.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n004-2018-09-18-15-12-50+0800__CAM_BACK__1537254981187657.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n016-2018-07-05-11-23-23+0800__CAM_BACK__1530761331137551.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n016-2018-07-05-11-23-23+0800__CAM_BACK__1530761331137551.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-16-16-15-38+0800__CAM_FRONT__1534407750612407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-16-16-15-38+0800__CAM_FRONT__1534407750612407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n015-2018-07-11-14-07-42+0800__CAM_FRONT__1531289525512460.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n015-2018-07-11-14-07-42+0800__CAM_FRONT__1531289525512460.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-09-18-13-19-37-0400__CAM_FRONT_RIGHT__1537291267020482.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-09-18-13-19-37-0400__CAM_FRONT_RIGHT__1537291267020482.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n010-2018-08-27-16-30-48+0800__CAM_BACK__1535358779037274.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n010-2018-08-27-16-30-48+0800__CAM_BACK__1535358779037274.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-09-03-15-16-32+0800__CAM_FRONT__1535959122912407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-09-03-15-16-32+0800__CAM_FRONT__1535959122912407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n016-2018-07-02-14-06-07+0800__CAM_FRONT__1530511892762515.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n016-2018-07-02-14-06-07+0800__CAM_FRONT__1530511892762515.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-07-27-11-24-50-0400__CAM_BACK_LEFT__1532705211547405.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-07-27-11-24-50-0400__CAM_BACK_LEFT__1532705211547405.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n003-2018-07-19-13-06-40+0800__CAM_BACK_RIGHT__1531977717878132.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n003-2018-07-19-13-06-40+0800__CAM_BACK_RIGHT__1531977717878132.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-07-31-15-02-23-0400__CAM_BACK__1533064354437558.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-07-31-15-02-23-0400__CAM_BACK__1533064354437558.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-02-14-08-14+0800__CAM_BACK__1533190149187005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-02-14-08-14+0800__CAM_BACK__1533190149187005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n016-2018-07-05-11-23-23+0800__CAM_BACK__1530761986887551.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n016-2018-07-05-11-23-23+0800__CAM_BACK__1530761986887551.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-07-27-14-48-17+0800__CAM_FRONT__1532674150512407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-07-27-14-48-17+0800__CAM_FRONT__1532674150512407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n003-2018-07-19-13-06-40+0800__CAM_BACK_RIGHT__1531977637528132.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n003-2018-07-19-13-06-40+0800__CAM_BACK_RIGHT__1531977637528132.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-20-14-38-24+0800__CAM_BACK_RIGHT__1534747461378054.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-20-14-38-24+0800__CAM_BACK_RIGHT__1534747461378054.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-07-27-11-24-50-0400__CAM_FRONT_LEFT__1532705210654799.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-07-27-11-24-50-0400__CAM_FRONT_LEFT__1532705210654799.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-02-14-08-14+0800__CAM_BACK__1533190828687005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-02-14-08-14+0800__CAM_BACK__1533190828687005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n003-2018-07-19-13-06-40+0800__CAM_FRONT__1531977620012871.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n003-2018-07-19-13-06-40+0800__CAM_FRONT__1531977620012871.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-09-10-17-01-47-0400__CAM_FRONT__1536613771012404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-09-10-17-01-47-0400__CAM_FRONT__1536613771012404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-30-15-20-59-0400__CAM_BACK_LEFT__1527709692397295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-30-15-20-59-0400__CAM_BACK_LEFT__1527709692397295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-05-08-15-52-41-0400__CAM_BACK_LEFT__1525809719752308.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-05-08-15-52-41-0400__CAM_BACK_LEFT__1525809719752308.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n006-2018-09-17-13-36-40-0400__CAM_BACK_RIGHT__1537205955027725.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n006-2018-09-17-13-36-40-0400__CAM_BACK_RIGHT__1537205955027725.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-07-31-15-02-23-0400__CAM_FRONT_RIGHT__1533064548870482.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-07-31-15-02-23-0400__CAM_FRONT_RIGHT__1533064548870482.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-07-30-11-16-45+0800__CAM_BACK__1532921232187280.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-07-30-11-16-45+0800__CAM_BACK__1532921232187280.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-01-11-22-17+0800__CAM_BACK__1533094571787005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-01-11-22-17+0800__CAM_BACK__1533094571787005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n016-2018-07-05-11-23-23+0800__CAM_FRONT__1530761967862515.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n016-2018-07-05-11-23-23+0800__CAM_FRONT__1530761967862515.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-12-23-18+0800__CAM_FRONT_RIGHT__1535344200770176.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-12-23-18+0800__CAM_FRONT_RIGHT__1535344200770176.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n009-2018-09-12-09-36-56-0400__CAM_FRONT_RIGHT__1536759615770283.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n009-2018-09-12-09-36-56-0400__CAM_FRONT_RIGHT__1536759615770283.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n009-2018-09-12-09-07-31-0400__CAM_BACK__1536758250687579.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n009-2018-09-12-09-07-31-0400__CAM_BACK__1536758250687579.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n010-2018-07-03-14-28-18+0800__CAM_BACK__1530599472537257.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n010-2018-07-03-14-28-18+0800__CAM_BACK__1530599472537257.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n016-2018-07-05-11-23-23+0800__CAM_BACK__1530761976137551.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n016-2018-07-05-11-23-23+0800__CAM_BACK__1530761976137551.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-03-02-10-34-21-0500__CAM_FRONT__1520005762188115.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-03-02-10-34-21-0500__CAM_FRONT__1520005762188115.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-08-03-10-55-59-0400__CAM_FRONT__1533308188412404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-08-03-10-55-59-0400__CAM_FRONT__1533308188412404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527709432377813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527709432377813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n010-2018-08-27-16-10-35+0800__CAM_FRONT_LEFT__1535357559854509.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n010-2018-08-27-16-10-35+0800__CAM_FRONT_LEFT__1535357559854509.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n010-2018-08-27-16-10-35+0800__CAM_BACK_LEFT__1535357561447633.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n010-2018-08-27-16-10-35+0800__CAM_BACK_LEFT__1535357561447633.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n015-2018-09-11-16-17-20+0800__CAM_FRONT_RIGHT__1536654186120339.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n015-2018-09-11-16-17-20+0800__CAM_FRONT_RIGHT__1536654186120339.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n010-2018-08-27-15-10-53+0800__CAM_FRONT_LEFT__1535353958354509.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n010-2018-08-27-15-10-53+0800__CAM_FRONT_LEFT__1535353958354509.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-27-15-20-20+0800__CAM_FRONT_LEFT__1535354546104825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-27-15-20-20+0800__CAM_FRONT_LEFT__1535354546104825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-27-14-41-26+0800__CAM_FRONT_LEFT__1535352826354825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-27-14-41-26+0800__CAM_FRONT_LEFT__1535352826354825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-17-14-20-33+0800__CAM_FRONT__1534487567912407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-17-14-20-33+0800__CAM_FRONT__1534487567912407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-09-13-12-17-19+0800__CAM_FRONT__1536813294662407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-09-13-12-17-19+0800__CAM_FRONT__1536813294662407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n016-2018-09-10-11-01-25+0800__CAM_FRONT__1536549085612515.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n016-2018-09-10-11-01-25+0800__CAM_FRONT__1536549085612515.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-09-13-12-17-19+0800__CAM_BACK__1536813308637005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-09-13-12-17-19+0800__CAM_BACK__1536813308637005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n010-2018-08-27-15-10-53+0800__CAM_FRONT__1535354309012488.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n010-2018-08-27-15-10-53+0800__CAM_FRONT__1535354309012488.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n015-2018-09-13-14-31-46+0800__CAM_BACK__1536820339787525.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n015-2018-09-13-14-31-46+0800__CAM_BACK__1536820339787525.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n003-2018-07-19-13-06-40+0800__CAM_FRONT__1531977082012871.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n003-2018-07-19-13-06-40+0800__CAM_FRONT__1531977082012871.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n003-2018-01-04-11-37-37+0800__CAM_BACK__1515037123217773.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n003-2018-01-04-11-37-37+0800__CAM_BACK__1515037123217773.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n015-2018-07-11-10-20-49+0800__CAM_BACK__1531275675037525.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n015-2018-07-11-10-20-49+0800__CAM_BACK__1531275675037525.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-27-14-41-26+0800__CAM_FRONT__1535352831162407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-27-14-41-26+0800__CAM_FRONT__1535352831162407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n014-2018-07-31-14-50-02-0400__CAM_FRONT__1533063011012509.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n014-2018-07-31-14-50-02-0400__CAM_FRONT__1533063011012509.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-17-15-58-31+0800__CAM_BACK_LEFT__1534492774647155.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-17-15-58-31+0800__CAM_BACK_LEFT__1534492774647155.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-17-15-46-44+0800__CAM_FRONT_RIGHT__1534492622520176.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-17-15-46-44+0800__CAM_FRONT_RIGHT__1534492622520176.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-17-14-20-33+0800__CAM_BACK_RIGHT__1534487466678054.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-17-14-20-33+0800__CAM_BACK_RIGHT__1534487466678054.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536653938447423.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-11-16-17-20+0800__CAM_BACK_LEFT__1536653938447423.jpg,COPIED
